country,ISO 3166-1 alpha-3,year,GDP_Value,suicides_no,latitude,longitude
Portugal,PRT,2009,23151.21541,1025,39.39987199999999,-8.224454
Portugal,PRT,2010,22520.64231,1099,39.39987199999999,-8.224454
Portugal,PRT,2011,23217.2955,1017,39.39987199999999,-8.224454
Portugal,PRT,2012,20563.7136,1076,39.39987199999999,-8.224454
Portugal,PRT,2013,21653.19598,1052,39.39987199999999,-8.224454
Portugal,PRT,2014,22103.70097,1222,39.39987199999999,-8.224454
Turkey,TUR,2009,8989.502589,1050,38.963745,35.243322
Turkey,TUR,2010,10615.32806,1524,38.963745,35.243322
Turkey,TUR,2011,11308.0649,1148,38.963745,35.243322
Turkey,TUR,2012,11697.48051,1450,38.963745,35.243322
Turkey,TUR,2013,12507.59451,1810,38.963745,35.243322
Turkey,TUR,2014,12020.58264,1617,38.963745,35.243322
Turkey,TUR,2015,10851.95413,1532,38.963745,35.243322
Bosnia and Herzegovina,BIH,2011,4981.035681,5,43.9159,17.6791
Bosnia and Herzegovina,BIH,2014,5196.8608,313,43.9159,17.6791
